price,carpet_area,bedroom,bathroom,transaction_type,floor_category,luxury_category,property_type,regions,balconies_iter,furnished_status_imputed,additional_room
1.25,903.0,3.0,2.0,resale,High Floor,Medium,flat,noida,2.0,0,0.0
1.25,882.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.75,660.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
2.25,1650.0,3.0,2.0,resale,Mid Floor,Medium,flat,noida,4.0,1,0.0
0.59,1820.0,2.0,3.0,resale,Mid Floor,Medium,flat,noida,3.0,1,1.0
1.7,648.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,2,0.0
7.35,2795.0,4.0,4.0,resale,High Floor,Medium,flat,gurgaon,4.0,0,1.0
0.75,1100.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,0.0
1.19,970.0,2.0,2.0,resale,High Floor,Medium,flat,bangalore,2.0,0,0.0
3.3,2900.0,4.0,5.0,resale,High Floor,Medium,villa,greater noida,3.0,1,0.0
3.0,2400.0,7.0,7.0,resale,Low Floor,High,residential,bangalore,4.0,0,0.0
1.85,1400.0,3.0,2.0,resale,Mid Floor,Low,flat,new delhi,2.0,0,1.0
1.5,1034.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,2.0,0,0.0
0.86,1000.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
1.1,616.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,2,0.0
0.28,489.0,2.0,2.0,resale,Low Floor,Low,flat,greater noida,2.0,1,0.0
3.47,1006.0,3.0,3.0,new property,High Floor,Medium,flat,mumbai,3.0,0,0.0
3.7,1100.0,3.0,3.0,resale,Mid Floor,High,flat,navi mumbai,5.0,2,0.0
1.0,511.0,2.0,2.0,resale,Low Floor,Low,flat,mumbai,2.0,1,0.0
1.5,1050.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.4,1477.0,4.0,3.0,resale,High Floor,High,flat,greater noida,3.0,1,0.0
2.9,1428.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,3.0,0,1.0
1.09,894.0,2.0,2.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
1.5,1302.0,3.0,2.0,resale,Mid Floor,Medium,builder-floor,new delhi,3.0,0,0.0
1.81,800.0,3.0,4.0,new property,Mid Floor,Medium,flat,noida,3.0,0,0.0
5.55,3290.0,4.0,5.0,new property,High Floor,Medium,flat,bangalore,2.0,1,1.0
1.25,1038.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,2.0,2,0.0
1.3,1050.0,3.0,3.0,resale,High Floor,Low,flat,pune,3.0,1,1.0
2.5,757.0,3.0,2.0,resale,Mid Floor,Medium,residential,mumbai,3.0,0,1.0
1.4,626.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
1.02,910.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,1.0
5.25,1650.0,3.0,3.0,resale,Mid Floor,Medium,flat,new delhi,2.0,1,1.0
1.45,900.0,2.0,2.0,resale,High Floor,Medium,flat,noida,2.0,1,0.0
4.5,1520.0,2.0,4.0,resale,High Floor,Medium,residential,bangalore,2.0,1,0.0
0.42,558.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,1,0.0
2.18,1010.0,3.0,3.0,resale,High Floor,Low,flat,mumbai,3.0,0,0.0
2.5,1800.0,3.0,3.0,new property,Low Floor,Medium,builder-floor,new delhi,2.0,1,0.0
8.0,2400.0,4.0,6.0,resale,High Floor,Low,flat,mumbai,2.0,0,1.0
0.94,1252.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.55,791.0,2.0,2.0,resale,Mid Floor,Low,residential,beyond thane,2.0,1,0.0
3.15,1500.0,4.0,5.0,new property,High Floor,Low,flat,noida,5.0,0,1.0
2.25,1600.0,3.0,3.0,resale,High Floor,High,flat,gurgaon,3.0,0,0.0
1.55,2124.0,4.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
0.42,957.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
1.4,1368.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,bangalore,3.0,0,0.0
6.34,1685.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
0.67,996.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,1,0.0
3.15,1316.0,3.0,3.0,new property,High Floor,Low,flat,bangalore,3.0,0,1.0
4.5,2450.0,4.0,5.0,resale,High Floor,Low,flat,noida,5.0,1,1.0
2.7,7000.0,10.0,6.0,resale,Low Floor,High,residential,bangalore,4.0,0,0.0
0.35,530.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,greater noida,2.0,1,0.0
2.9,3200.0,3.0,3.0,resale,Mid Floor,Medium,penthouse,bangalore,2.0,0,1.0
1.0,900.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.7,928.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.2,705.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
0.72,720.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,2,0.0
3.1,1364.0,3.0,3.0,resale,High Floor,Medium,flat,noida,3.0,0,0.0
3.0,3600.0,8.0,6.0,resale,High Floor,High,residential,bangalore,3.0,1,0.0
0.8,871.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,0,0.0
0.53,654.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
0.64,926.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
5.5,1666.0,3.0,5.0,new property,Mid Floor,Low,flat,noida,3.0,0,0.0
1.15,700.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,1.0
0.61,750.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.4,1300.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
0.9,1456.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
5.75,980.0,3.0,2.0,new property,Mid Floor,Medium,flat,mumbai,3.0,0,0.0
1.9,1198.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,1.0
1.84,650.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,2,0.0
1.35,750.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,0,0.0
0.5,548.0,2.0,2.0,new property,Mid Floor,Low,flat,beyond thane,2.0,0,1.0
2.98,1800.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,0,0.0
1.15,1435.0,2.0,3.0,resale,Mid Floor,Low,flat,greater noida,3.0,2,1.0
8.0,1245.0,3.0,4.0,resale,Mid Floor,Medium,flat,mumbai,3.0,1,0.0
1.58,1136.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
0.91,749.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
1.65,1242.0,3.0,3.0,resale,High Floor,Low,flat,noida,3.0,1,0.0
0.85,777.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.85,1528.0,3.0,3.0,new property,Low Floor,High,flat,bangalore,3.0,0,0.0
1.71,1364.0,3.0,3.0,resale,Mid Floor,Medium,flat,noida,3.0,0,1.0
1.1,2800.0,4.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,2,0.0
0.98,873.0,3.0,3.0,new property,High Floor,Low,flat,greater noida,3.0,1,0.0
1.89,936.0,3.0,2.0,resale,High Floor,Low,flat,thane,3.0,0,0.0
2.85,1350.0,3.0,3.0,resale,High Floor,High,flat,bangalore,2.0,1,0.0
0.95,707.0,2.0,2.0,new property,Low Floor,Low,flat,pune,2.0,0,0.0
2.1,1629.0,4.0,4.0,resale,High Floor,Medium,flat,greater noida,4.0,0,0.0
0.61,580.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.1,1528.0,3.0,2.0,resale,High Floor,Low,flat,noida,3.0,2,0.0
1.6,495.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
1.55,2640.0,9.0,6.0,resale,High Floor,High,residential,bangalore,4.0,0,0.0
0.95,700.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
0.9,535.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
2.5,980.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,1.0
1.6,885.0,2.0,2.0,resale,Mid Floor,Low,flat,new delhi,2.0,1,1.0
1.65,2080.0,5.0,4.0,resale,High Floor,Medium,villa,bangalore,3.0,1,0.0
5.15,1025.0,3.0,4.0,resale,Mid Floor,Medium,flat,mumbai,3.0,1,0.0
4.75,2400.0,4.0,4.0,new property,Low Floor,Medium,builder-floor,new delhi,3.0,2,0.0
1.55,1450.0,3.0,2.0,resale,Mid Floor,Medium,flat,noida,3.0,0,1.0
1.05,814.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
0.42,583.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
0.6,900.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
5.54,722.0,4.0,2.0,new property,High Floor,High,flat,thane,3.0,0,0.0
0.45,732.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
1.32,1006.0,3.0,3.0,new property,High Floor,Medium,flat,pune,3.0,0,0.0
0.75,720.0,3.0,3.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,1.0
0.75,947.0,3.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,2,0.0
0.78,734.0,2.0,2.0,resale,High Floor,Low,flat,beyond thane,2.0,0,1.0
0.3,650.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
0.83,837.0,2.0,2.0,new property,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
0.7,701.0,2.0,2.0,resale,High Floor,Low,flat,noida,2.0,0,0.0
7.25,3233.0,4.0,5.0,resale,Mid Floor,High,flat,bangalore,2.0,0,1.0
1.05,646.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,3.0,1,0.0
1.8,680.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,2.0,0,1.0
0.89,1965.0,3.0,3.0,resale,High Floor,Medium,villa,greater noida,3.0,0,0.0
1.0,871.0,2.0,2.0,new property,Mid Floor,Low,flat,noida,4.0,1,1.0
1.15,902.0,2.0,2.0,resale,Mid Floor,Medium,flat,greater noida,2.0,1,1.0
3.0,1100.0,3.0,3.0,resale,Mid Floor,High,flat,navi mumbai,3.0,0,0.0
1.59,542.0,2.0,2.0,new property,High Floor,Low,residential,navi mumbai,2.0,0,0.0
0.26,730.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,noida,2.0,0,0.0
2.95,1913.0,4.0,4.0,resale,Low Floor,Medium,residential,greater noida,3.0,0,0.0
1.35,994.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
1.55,828.0,3.0,2.0,resale,High Floor,Low,flat,thane,3.0,0,0.0
3.99,864.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,1,0.0
12.0,1920.0,5.0,4.0,resale,Low Floor,Medium,residential,bangalore,3.0,2,0.0
6.45,3262.0,4.0,4.0,new property,High Floor,Low,builder-floor,gurgaon,3.0,0,0.0
5.8,2050.0,3.0,3.0,resale,Mid Floor,Medium,flat,new delhi,3.0,1,1.0
0.68,693.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,1.0
2.4,1400.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
3.5,1000.0,3.0,3.0,resale,Low Floor,Medium,residential,mumbai,2.0,0,1.0
1.4,792.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,2,0.0
1.0,1396.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,2,0.0
1.09,980.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,1.0
1.65,695.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,2,0.0
2.0,2400.0,5.0,5.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
0.66,646.0,2.0,2.0,new property,High Floor,Low,flat,beyond thane,2.0,0,0.0
1.34,1150.0,3.0,2.0,new property,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
0.35,490.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
2.35,1400.0,4.0,3.0,resale,Mid Floor,Medium,flat,new delhi,3.0,1,0.0
1.3,2500.0,3.0,3.0,resale,Low Floor,Medium,penthouse,greater noida,3.0,0,1.0
4.25,2208.0,8.0,8.0,rent,Low Floor,High,residential,bangalore,5.0,1,0.0
2.1,1100.0,3.0,3.0,resale,High Floor,High,flat,pune,3.0,0,0.0
2.7,1364.0,3.0,3.0,resale,High Floor,High,flat,noida,3.0,1,0.0
2.7,1537.0,3.0,3.0,resale,Mid Floor,High,flat,bangalore,2.0,1,0.0
0.99,936.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
2.25,1050.0,3.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,2.0,0,0.0
13.0,4000.0,4.0,5.0,resale,High Floor,High,flat,bangalore,2.0,0,1.0
0.72,705.0,2.0,2.0,resale,Low Floor,Low,flat,noida,3.0,1,0.0
1.56,1460.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
1.0,1698.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
4.0,2300.0,4.0,4.0,resale,Low Floor,Low,flat,gurgaon,2.0,0,1.0
1.1,854.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
0.65,925.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
3.33,1680.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,3.0,0,0.0
1.16,1161.0,3.0,3.0,new property,High Floor,Low,flat,bangalore,3.0,0,0.0
0.9,910.0,2.0,2.0,resale,Low Floor,Low,builder-floor,new delhi,2.0,2,0.0
2.7,1434.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,0,0.0
0.82,800.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.5,3200.0,5.0,6.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
2.25,2000.0,4.0,5.0,resale,Mid Floor,High,flat,gurgaon,4.0,2,1.0
1.05,814.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.65,710.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,1,0.0
2.6,2100.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
0.54,1090.0,2.0,2.0,resale,Low Floor,Low,residential,bangalore,2.0,0,0.0
0.8,1200.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,4.0,0,0.0
4.4,1850.0,4.0,3.0,resale,Low Floor,Medium,residential,bangalore,2.0,2,1.0
0.6,823.0,4.0,4.0,resale,High Floor,Medium,residential,noida,3.0,0,0.0
2.15,831.0,2.0,2.0,resale,High Floor,Medium,residential,new delhi,2.0,2,1.0
0.85,1060.0,3.0,2.0,resale,High Floor,Low,flat,greater noida,3.0,0,1.0
0.25,605.0,2.0,2.0,resale,High Floor,Low,flat,beyond thane,2.0,0,0.0
1.05,461.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,1,0.0
0.98,1200.0,4.0,3.0,new property,Low Floor,Medium,builder-floor,new delhi,3.0,1,0.0
1.3,680.0,2.0,2.0,resale,High Floor,Medium,flat,navi mumbai,2.0,1,1.0
2.7,1300.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,2.0,1,0.0
1.6,1820.0,3.0,3.0,resale,Mid Floor,Low,flat,gurgaon,3.0,0,0.0
0.45,676.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.28,600.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,1.0
0.42,562.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.85,727.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.45,625.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,3.0,0,1.0
1.9,1030.0,3.0,2.0,resale,Low Floor,Low,flat,noida,3.0,1,0.0
10.0,5760.0,10.0,10.0,resale,Low Floor,High,residential,bangalore,5.0,2,0.0
12.0,5080.0,4.0,5.0,resale,High Floor,High,villa,bangalore,2.0,0,1.0
1.35,1500.0,3.0,3.0,resale,High Floor,Medium,villa,greater noida,3.0,2,1.0
3.0,1800.0,3.0,4.0,new property,Mid Floor,Medium,builder-floor,bangalore,3.0,0,0.0
0.82,1000.0,3.0,3.0,new property,Low Floor,Medium,flat,noida,3.0,1,0.0
1.55,1540.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
3.5,2451.0,4.0,5.0,resale,Mid Floor,High,flat,noida,5.0,0,1.0
4.0,1900.0,4.0,3.0,resale,Low Floor,Low,flat,bangalore,3.0,1,0.0
0.67,1050.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
0.6,741.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
3.95,2700.0,4.0,4.0,resale,Mid Floor,Medium,builder-floor,new delhi,2.0,0,0.0
0.64,519.0,2.0,2.0,resale,High Floor,Low,flat,gurgaon,3.0,0,0.0
2.88,1420.0,3.0,3.0,new property,Low Floor,Medium,flat,bangalore,3.0,0,1.0
8.25,5706.0,7.0,6.0,resale,Low Floor,High,residential,noida,4.0,0,0.0
2.9,837.0,2.0,3.0,new property,High Floor,Low,flat,mumbai,3.0,0,1.0
1.38,828.0,3.0,2.0,resale,High Floor,Medium,flat,noida,3.0,0,0.0
0.72,1160.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
0.78,902.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,1,0.0
1.05,739.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,2,0.0
0.25,515.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,0,0.0
0.7,749.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.4,590.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
0.7,755.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.65,850.0,2.0,2.0,new property,Mid Floor,Low,flat,greater noida,3.0,0,0.0
2.2,1640.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
2.62,1250.0,3.0,2.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
1.4,1000.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,2,0.0
0.65,626.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
3.8,2000.0,4.0,4.0,resale,Low Floor,High,flat,bangalore,2.0,0,0.0
3.2,1620.0,3.0,4.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,2,1.0
0.95,857.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.0,1760.0,7.0,7.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
0.4,500.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
0.92,1293.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,1.0
0.67,1172.0,3.0,2.0,new property,Low Floor,Low,flat,bangalore,3.0,2,0.0
2.3,602.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,1,0.0
3.5,1635.52,3.0,2.0,resale,High Floor,Medium,villa,greater noida,3.0,2,0.0
0.7,919.0,2.0,2.0,resale,Low Floor,Low,builder-floor,bangalore,2.0,2,0.0
1.95,1100.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,2,1.0
1.75,1375.0,3.0,3.0,new property,Mid Floor,High,flat,greater noida,5.0,1,0.0
0.87,1050.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,2,0.0
3.5,1723.0,4.0,4.0,resale,Mid Floor,High,flat,noida,3.0,1,0.0
0.63,601.0,2.0,2.0,resale,Mid Floor,Medium,flat,thane,2.0,1,0.0
2.7,1364.0,3.0,2.0,resale,High Floor,High,flat,noida,3.0,0,0.0
0.4,655.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,beyond thane,2.0,0,0.0
2.2,1132.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
5.94,1760.0,6.0,3.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
1.4,1565.0,3.0,3.0,resale,Mid Floor,Medium,flat,greater noida,3.0,1,0.0
1.4,675.0,3.0,2.0,resale,Mid Floor,Low,builder-floor,gurgaon,4.0,0,0.0
0.87,1100.0,3.0,2.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
1.69,875.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.15,1288.0,3.0,3.0,resale,Low Floor,Low,flat,bangalore,4.0,2,0.0
0.85,769.0,2.0,2.0,resale,Low Floor,Low,flat,noida,2.0,1,1.0
1.95,725.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,2,0.0
3.5,4000.0,5.0,5.0,resale,High Floor,Medium,villa,bangalore,4.0,1,0.0
1.03,705.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
1.85,3040.0,8.0,8.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
1.79,1185.0,3.0,3.0,new property,Mid Floor,High,flat,bangalore,2.0,0,0.0
0.95,769.0,3.0,3.0,resale,Mid Floor,Low,flat,thane,5.0,1,0.0
0.4,540.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
3.1,1800.0,3.0,3.0,new property,Low Floor,Medium,builder-floor,new delhi,2.0,1,1.0
2.0,1250.0,3.0,3.0,resale,Mid Floor,Low,flat,new delhi,3.0,1,0.0
1.0,782.0,2.0,2.0,new property,High Floor,Medium,flat,beyond thane,4.0,0,0.0
1.1,1090.0,2.0,2.0,new property,Mid Floor,Low,flat,noida,2.0,1,1.0
0.59,1060.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
2.4,659.0,2.0,2.0,new property,High Floor,Low,flat,mumbai,2.0,1,0.0
2.1,1388.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,3.0,0,1.0
1.22,650.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,1,1.0
0.66,706.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
2.75,900.0,3.0,2.0,resale,Mid Floor,Low,flat,mumbai,3.0,0,0.0
1.69,1215.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
0.55,1100.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,3.0,2,0.0
1.15,1350.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
10.0,3072.0,4.0,4.0,resale,High Floor,Medium,villa,bangalore,3.0,0,1.0
1.65,1458.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,2.0,1,1.0
3.1,1475.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,1,0.0
0.3,644.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,greater noida,2.0,1,0.0
1.0,525.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,4.0,1,0.0
2.3,1468.0,3.0,3.0,resale,High Floor,High,flat,bangalore,3.0,0,0.0
4.25,1321.0,6.0,6.0,resale,Low Floor,High,residential,noida,4.0,0,1.0
0.68,778.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.84,1289.0,3.0,3.0,resale,Mid Floor,Medium,flat,gurgaon,3.0,1,0.0
1.6,620.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
6.25,2076.0,3.0,5.0,resale,High Floor,Medium,flat,gurgaon,2.0,0,1.0
1.5,800.0,2.0,2.0,resale,Mid Floor,Low,flat,new delhi,2.0,1,0.0
4.11,1740.0,4.0,4.0,new property,High Floor,Medium,flat,bangalore,3.0,0,0.0
0.6,1000.0,3.0,3.0,resale,Mid Floor,Medium,flat,gurgaon,2.0,1,0.0
1.6,1000.0,3.0,3.0,resale,Mid Floor,High,flat,bangalore,3.0,0,0.0
2.2,1200.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,0,0.0
0.81,1300.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,2.0,0,0.0
0.95,792.0,3.0,2.0,resale,High Floor,Low,flat,beyond thane,3.0,2,0.0
2.85,1200.0,4.0,5.0,resale,High Floor,Medium,villa,bangalore,2.0,2,1.0
0.9,729.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,1.0
0.25,612.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
1.25,770.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
2.5,2120.0,4.0,4.0,resale,High Floor,Low,villa,bangalore,3.0,1,0.0
1.5,794.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
0.89,740.0,2.0,2.0,resale,High Floor,Low,flat,pune,2.0,1,0.0
0.82,614.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,2.0,1,0.0
2.4,1123.0,3.0,3.0,resale,High Floor,High,flat,thane,4.0,0,0.0
0.35,740.0,2.0,2.0,resale,Low Floor,Low,flat,greater noida,2.0,1,0.0
3.5,1975.0,4.0,3.0,resale,High Floor,High,flat,gurgaon,2.0,0,1.0
5.0,1440.0,10.0,10.0,resale,Low Floor,High,builder-floor,bangalore,5.0,1,0.0
0.69,684.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,2,0.0
0.38,522.0,3.0,2.0,resale,High Floor,Medium,residential,greater noida,3.0,1,0.0
1.2,443.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,2,0.0
1.29,734.0,2.0,2.0,resale,High Floor,Medium,flat,thane,2.0,0,0.0
1.1,792.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.73,800.0,3.0,3.0,new property,Mid Floor,Low,flat,gurgaon,3.0,0,1.0
6.8,2500.0,4.0,4.0,resale,High Floor,Medium,flat,bangalore,2.0,0,1.0
0.35,612.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
3.0,1050.0,4.0,4.0,resale,Mid Floor,Medium,flat,navi mumbai,3.0,1,0.0
2.8,1500.0,3.0,3.0,resale,High Floor,Low,flat,thane,3.0,0,1.0
0.7,1500.0,3.0,3.0,new property,High Floor,Low,flat,greater noida,4.0,1,1.0
0.65,1090.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
1.49,540.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,2,0.0
