price,carpet_area,bedroom,bathroom,transaction_type,floor_category,luxury_category,property_type,regions,balconies_iter,furnished_status_imputed,additional_room
4.4,1858.0,4.0,5.0,resale,Low Floor,Medium,flat,gurgaon,3.0,1,1.0
3.25,728.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,1,0.0
2.0,2880.0,4.0,5.0,resale,High Floor,Low,villa,bangalore,2.0,0,0.0
1.45,1400.0,3.0,3.0,resale,Low Floor,Medium,residential,bangalore,2.0,0,0.0
1.9,768.0,2.0,2.0,resale,High Floor,High,flat,mumbai,2.0,1,0.0
1.45,1150.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
10.0,2690.0,10.0,9.0,resale,High Floor,High,residential,noida,3.0,1,1.0
3.25,835.0,2.0,2.0,resale,High Floor,High,flat,mumbai,2.0,1,1.0
1.4,720.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,1,0.0
1.1,2000.0,3.0,4.0,resale,High Floor,Medium,villa,bangalore,2.0,2,0.0
0.8,1410.0,3.0,3.0,resale,Mid Floor,Low,flat,noida,3.0,0,1.0
0.62,640.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,1.0
1.58,612.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,2,0.0
1.0,736.0,2.0,2.0,resale,Low Floor,Low,residential,bangalore,2.0,0,0.0
2.5,960.0,7.0,6.0,resale,High Floor,High,residential,bangalore,4.0,1,0.0
0.69,933.0,3.0,2.0,resale,Low Floor,Low,builder-floor,new delhi,3.0,2,0.0
2.65,706.0,3.0,3.0,resale,Mid Floor,Medium,flat,mumbai,3.0,0,1.0
0.93,893.0,2.0,2.0,resale,High Floor,Low,flat,noida,2.0,0,0.0
6.49,1661.0,3.0,4.0,resale,Mid Floor,High,flat,mumbai,3.0,0,1.0
2.5,1540.0,3.0,4.0,resale,High Floor,High,flat,navi mumbai,3.0,1,0.0
1.4,550.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,2,0.0
2.8,1600.0,3.0,4.0,resale,High Floor,High,flat,noida,4.0,0,0.0
2.27,1524.0,4.0,4.0,new property,Mid Floor,Low,flat,pune,2.0,0,0.0
1.6,1200.0,3.0,3.0,resale,Low Floor,Medium,residential,bangalore,2.0,2,1.0
0.48,359.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,navi mumbai,2.0,1,0.0
3.95,2250.0,4.0,4.0,new property,Mid Floor,Medium,builder-floor,gurgaon,3.0,1,1.0
1.05,1080.0,3.0,2.0,resale,Low Floor,Low,builder-floor,bangalore,3.0,0,0.0
1.75,1020.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.42,496.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,beyond thane,2.0,1,0.0
1.25,800.0,2.0,3.0,resale,Mid Floor,Low,flat,gurgaon,3.0,0,1.0
0.8,766.0,2.0,2.0,resale,Mid Floor,Low,flat,gurgaon,2.0,2,0.0
0.32,385.0,2.0,2.0,new property,Low Floor,Low,builder-floor,new delhi,2.0,0,0.0
1.1,650.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.32,612.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,1,0.0
2.9,1200.0,4.0,4.0,resale,Mid Floor,Medium,flat,gurgaon,4.0,1,1.0
3.11,1740.0,3.0,3.0,resale,Low Floor,Medium,flat,gurgaon,3.0,2,1.0
1.1,4700.0,3.0,2.0,resale,Low Floor,Medium,flat,greater noida,3.0,0,1.0
2.1,1068.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
4.0,1440.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,1,0.0
2.15,1015.0,3.0,3.0,resale,High Floor,Medium,flat,greater noida,5.0,1,0.0
1.7,948.0,3.0,3.0,resale,Mid Floor,Medium,flat,thane,3.0,2,0.0
0.6,479.0,2.0,2.0,resale,High Floor,Low,flat,gurgaon,2.0,0,0.0
4.5,2531.0,4.0,4.0,resale,Mid Floor,Medium,builder-floor,gurgaon,3.0,1,0.0
1.26,917.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.5,2384.0,4.0,4.0,resale,Mid Floor,Medium,flat,bangalore,3.0,2,0.0
2.6,1066.0,3.0,3.0,resale,Mid Floor,High,flat,mumbai,3.0,0,0.0
1.2,1200.0,3.0,3.0,resale,High Floor,Medium,villa,bangalore,3.0,0,0.0
0.9,675.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,0,0.0
1.25,1008.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
1.05,839.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,2,0.0
2.0,871.0,2.0,2.0,resale,High Floor,Medium,flat,thane,3.0,1,1.0
2.15,1500.0,3.0,3.0,resale,Low Floor,Medium,residential,pune,3.0,1,1.0
4.15,2200.0,4.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,2,0.0
1.2,841.0,2.0,2.0,resale,Low Floor,Low,flat,noida,2.0,1,0.0
0.6,426.0,2.0,2.0,resale,Low Floor,Medium,flat,beyond thane,2.0,0,0.0
1.05,1207.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.85,1250.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
0.72,920.0,2.0,2.0,resale,Low Floor,Low,flat,greater noida,2.0,2,0.0
1.45,1798.0,3.0,3.0,resale,Mid Floor,Medium,flat,noida,3.0,0,1.0
2.5,1300.0,3.0,2.0,resale,Low Floor,Low,builder-floor,gurgaon,3.0,0,0.0
2.35,1100.0,2.0,2.0,new property,Low Floor,Low,flat,new delhi,2.0,1,1.0
0.81,950.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.36,706.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
0.9,972.0,3.0,3.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
0.78,768.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
3.6,2084.0,4.0,4.0,resale,Mid Floor,Medium,flat,pune,3.0,0,1.0
1.7,702.0,2.0,4.0,new property,High Floor,Medium,flat,mumbai,3.0,0,0.0
4.5,3788.0,4.0,4.0,resale,High Floor,Medium,villa,greater noida,3.0,1,0.0
0.72,713.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
1.36,1008.0,3.0,3.0,resale,Mid Floor,Medium,flat,greater noida,3.0,0,1.0
3.5,1485.0,4.0,5.0,resale,High Floor,High,flat,bangalore,3.0,0,1.0
1.1,1600.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
3.5,2450.0,4.0,4.0,resale,Low Floor,Medium,flat,noida,3.0,0,1.0
0.45,412.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.65,800.0,3.0,2.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,0,1.0
0.95,900.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
2.5,884.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
3.05,1410.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
0.8,750.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,1.0
2.45,1550.0,3.0,3.0,resale,High Floor,Medium,villa,pune,3.0,0,1.0
1.38,591.0,2.0,2.0,new property,High Floor,Medium,flat,mumbai,2.0,1,0.0
1.1,1098.0,3.0,2.0,resale,High Floor,Low,flat,greater noida,3.0,0,0.0
5.3,3150.0,4.0,4.0,resale,Low Floor,Medium,flat,bangalore,4.0,1,1.0
0.65,669.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,0,0.0
1.7,1406.0,3.0,3.0,resale,High Floor,Medium,flat,gurgaon,4.0,2,1.0
8.6,3561.0,4.0,4.0,resale,High Floor,High,flat,noida,5.0,0,1.0
0.6,754.0,2.0,2.0,new property,Mid Floor,Medium,flat,pune,2.0,0,1.0
2.4,2100.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
0.66,900.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.85,1275.0,3.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
1.6,905.0,2.0,2.0,resale,Mid Floor,Medium,flat,gurgaon,2.0,0,1.0
0.75,775.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,3.0,2,0.0
0.33,635.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,3.0,1,0.0
1.35,1402.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,0.0
0.63,1920.0,3.0,3.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
1.6,1400.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,0.0
13.19,3904.0,5.0,5.0,new property,High Floor,High,flat,noida,5.0,0,0.0
0.8,675.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
2.3,827.0,3.0,3.0,resale,High Floor,Low,penthouse,thane,3.0,0,0.0
2.37,1033.0,3.0,3.0,new property,High Floor,High,flat,mumbai,2.0,0,0.0
0.73,980.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.03,1200.0,2.0,2.0,resale,Low Floor,Low,flat,greater noida,2.0,1,0.0
0.99,842.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
2.8,1800.0,3.0,3.0,resale,High Floor,Medium,villa,pune,3.0,1,0.0
1.3,1250.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.7,1445.0,3.0,3.0,new property,Mid Floor,Medium,flat,noida,3.0,0,0.0
0.78,576.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,2,0.0
1.8,1837.0,4.0,3.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,1.0
2.15,1120.0,3.0,3.0,resale,High Floor,High,flat,bangalore,3.0,0,0.0
1.12,1180.0,3.0,3.0,resale,High Floor,Low,flat,pune,2.0,2,1.0
0.8,800.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
1.15,963.0,3.0,3.0,new property,Mid Floor,Low,flat,pune,3.0,0,0.0
0.29,588.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
3.1,1125.0,3.0,2.0,resale,Low Floor,Medium,residential,noida,3.0,0,0.0
1.39,1062.0,3.0,3.0,resale,Mid Floor,Low,flat,navi mumbai,3.0,0,0.0
1.3,1300.0,3.0,2.0,resale,Mid Floor,Medium,builder-floor,new delhi,3.0,1,0.0
0.5,663.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,0,0.0
1.35,966.0,3.0,3.0,resale,Mid Floor,Medium,builder-floor,bangalore,3.0,0,0.0
1.75,1190.0,3.0,3.0,new property,High Floor,Low,flat,pune,2.0,0,0.0
0.33,622.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
1.3,810.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,2,0.0
5.5,2100.0,4.0,4.0,resale,High Floor,Medium,flat,bangalore,3.0,0,1.0
1.0,1200.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.75,714.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
0.4,540.0,2.0,2.0,resale,Low Floor,Low,residential,beyond thane,2.0,0,0.0
7.8,1565.0,3.0,3.0,new property,High Floor,Low,flat,mumbai,3.0,0,0.0
2.6,1000.0,2.0,2.0,resale,Mid Floor,Low,flat,gurgaon,2.0,1,0.0
2.5,1000.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.8,720.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
2.01,1696.0,4.0,4.0,new property,High Floor,High,flat,bangalore,3.0,0,0.0
4.3,1582.0,3.0,3.0,new property,Mid Floor,High,flat,noida,5.0,0,1.0
0.45,407.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
1.76,737.0,2.0,2.0,new property,Mid Floor,Low,flat,navi mumbai,3.0,0,0.0
2.3,1303.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,2,0.0
1.8,1000.0,3.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,3.0,0,1.0
0.31,600.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
0.32,632.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,4.0,0,0.0
2.6,720.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,0,0.0
1.53,774.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
1.51,792.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
2.78,1050.0,3.0,2.0,resale,High Floor,High,flat,noida,3.0,1,0.0
1.25,1200.0,3.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,0.0
1.35,504.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,2,0.0
0.45,708.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
3.41,1438.0,3.0,3.0,resale,Low Floor,Low,flat,bangalore,3.0,1,0.0
0.35,554.0,2.0,2.0,resale,High Floor,Low,flat,pune,2.0,0,0.0
0.95,2273.0,4.0,4.0,resale,Mid Floor,Medium,flat,greater noida,3.0,1,0.0
1.85,1050.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,1.0
1.6,645.6,6.0,3.0,resale,High Floor,Medium,residential,greater noida,3.0,1,0.0
0.39,750.0,2.0,2.0,resale,Mid Floor,Medium,flat,beyond thane,2.0,1,1.0
0.61,802.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.66,1110.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,3.0,0,1.0
13.0,7400.0,4.0,6.0,resale,High Floor,Low,flat,bangalore,2.0,0,1.0
1.4,1648.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
1.25,860.0,2.0,2.0,resale,High Floor,Low,flat,noida,4.0,1,1.0
2.2,3240.0,7.0,5.0,resale,High Floor,High,residential,bangalore,4.0,1,0.0
0.9,1296.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,bangalore,3.0,0,0.0
0.62,698.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,2,0.0
3.8,7200.0,10.0,10.0,new property,High Floor,High,residential,bangalore,5.0,1,1.0
1.95,1000.0,3.0,4.0,resale,Mid Floor,Medium,flat,navi mumbai,2.0,2,0.0
2.3,4185.0,3.0,4.0,resale,Mid Floor,Medium,residential,bangalore,2.0,2,1.0
1.45,840.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,2,0.0
4.95,3200.0,5.0,5.0,resale,High Floor,High,villa,pune,4.0,2,1.0
0.58,550.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
2.5,1000.0,2.0,2.0,resale,High Floor,Medium,flat,bangalore,2.0,2,0.0
0.65,1000.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.9,2200.0,3.0,3.0,new property,High Floor,Medium,residential,bangalore,2.0,1,1.0
0.85,750.0,2.0,2.0,resale,Mid Floor,Medium,flat,greater noida,3.0,0,1.0
0.37,845.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,1,0.0
0.3,750.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,2,0.0
17.8,4600.0,5.0,5.0,resale,High Floor,Low,villa,gurgaon,3.0,1,1.0
0.62,575.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,3.0,0,0.0
0.55,650.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
2.71,1950.0,4.0,3.0,new property,High Floor,Medium,flat,pune,3.0,1,1.0
3.3,1708.0,3.0,3.0,resale,Mid Floor,Medium,flat,noida,4.0,0,1.0
0.8,750.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,2,0.0
1.35,1224.0,3.0,3.0,resale,High Floor,Medium,flat,navi mumbai,3.0,0,0.0
2.2,2550.0,4.0,4.0,resale,High Floor,Medium,flat,noida,4.0,1,0.0
2.75,1412.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,3.0,1,1.0
1.35,789.0,2.0,2.0,resale,Mid Floor,Low,flat,gurgaon,2.0,0,0.0
3.7,1600.0,3.0,4.0,resale,High Floor,Low,flat,gurgaon,5.0,0,1.0
1.4,890.0,2.0,2.0,resale,High Floor,Low,flat,noida,2.0,0,1.0
1.3,1760.0,4.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
1.9,1100.0,3.0,3.0,resale,Mid Floor,Medium,flat,mumbai,3.0,1,1.0
4.5,960.0,10.0,10.0,resale,High Floor,High,residential,bangalore,4.0,1,1.0
1.06,900.0,3.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.25,386.0,2.0,2.0,new property,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
1.0,928.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,0,1.0
2.35,1500.0,3.0,3.0,resale,Low Floor,Medium,flat,new delhi,4.0,1,0.0
0.5,750.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
0.42,612.0,2.0,2.0,resale,High Floor,Low,flat,beyond thane,2.0,2,0.0
8.0,3200.0,4.0,5.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
16.79,4043.0,5.0,4.0,new property,Mid Floor,High,flat,noida,4.0,1,1.0
0.28,800.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,3.0,1,0.0
0.92,1200.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
2.75,1650.0,3.0,3.0,new property,Low Floor,Low,builder-floor,gurgaon,2.0,0,1.0
1.9,607.0,2.0,2.0,new property,High Floor,Low,flat,navi mumbai,2.0,2,0.0
3.4,1208.0,2.0,2.0,resale,High Floor,Medium,flat,gurgaon,2.0,1,0.0
0.67,640.0,2.0,2.0,new property,High Floor,Low,flat,mumbai,2.0,1,0.0
1.95,1400.0,3.0,2.0,resale,Mid Floor,Medium,flat,gurgaon,3.0,0,1.0
0.89,808.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,2,0.0
0.73,767.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.42,976.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
0.92,1206.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
0.75,850.0,3.0,3.0,resale,Mid Floor,Medium,flat,noida,3.0,1,0.0
0.72,648.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,2,0.0
1.6,2600.0,4.0,5.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,0.0
0.48,1400.0,3.0,3.0,resale,Mid Floor,Medium,flat,noida,2.0,1,0.0
3.65,730.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,0,0.0
1.36,1094.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
5.39,2872.0,4.0,4.0,new property,Mid Floor,High,flat,new delhi,3.0,0,0.0
0.52,647.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,3.0,0,0.0
0.62,500.0,2.0,2.0,resale,Low Floor,Low,flat,mumbai,2.0,1,0.0
0.26,800.0,2.0,2.0,new property,Low Floor,Low,flat,greater noida,2.0,2,0.0
0.33,756.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
1.93,1270.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
1.8,2650.0,4.0,4.0,resale,Low Floor,Low,flat,bangalore,4.0,1,0.0
0.8,850.0,3.0,2.0,resale,Mid Floor,Medium,flat,beyond thane,3.0,2,0.0
3.5,1800.0,3.0,3.0,new property,Low Floor,Medium,builder-floor,new delhi,2.0,1,1.0
3.95,1825.0,4.0,4.0,resale,Mid Floor,Medium,flat,pune,3.0,0,0.0
3.5,2200.0,4.0,4.0,resale,Mid Floor,High,flat,gurgaon,5.0,1,0.0
1.8,893.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.4,1015.0,3.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
0.86,863.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.95,786.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
3.3,1640.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,1.0
0.88,899.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,4.0,1,0.0
1.6,650.0,2.0,2.0,resale,High Floor,Medium,flat,navi mumbai,2.0,2,0.0
1.0,692.0,3.0,3.0,resale,Low Floor,Medium,residential,new delhi,3.0,0,0.0
1.27,950.0,3.0,2.0,new property,High Floor,Low,flat,noida,3.0,0,0.0
0.5,550.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
0.53,620.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,1.0
1.79,1200.0,3.0,3.0,resale,Mid Floor,High,flat,pune,3.0,2,0.0
4.1,1902.0,4.0,5.0,resale,Mid Floor,Low,flat,gurgaon,3.0,1,0.0
1.3,1000.0,3.0,3.0,resale,Mid Floor,Medium,builder-floor,new delhi,3.0,1,0.0
2.24,1611.0,4.0,4.0,new property,High Floor,Low,flat,pune,3.0,0,0.0
0.82,652.0,2.0,2.0,resale,High Floor,Low,flat,noida,3.0,1,0.0
1.55,804.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,1,0.0
0.7,1125.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,3.0,1,0.0
3.35,4160.0,4.0,4.0,resale,High Floor,Medium,villa,bangalore,3.0,0,1.0
1.25,1065.0,3.0,3.0,new property,Mid Floor,Low,flat,pune,2.0,0,0.0
2.52,955.0,3.0,2.0,new property,High Floor,Medium,flat,mumbai,3.0,0,0.0
1.8,600.0,2.0,2.0,new property,Mid Floor,Low,flat,mumbai,2.0,0,0.0
4.85,1650.0,3.0,4.0,resale,Mid Floor,Medium,flat,gurgaon,3.0,0,1.0
1.35,684.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,2,0.0
0.9,997.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,1.0
0.48,463.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
4.75,1300.0,3.0,3.0,resale,Low Floor,Medium,flat,mumbai,3.0,2,0.0
1.35,850.0,3.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,0,0.0
4.6,1400.0,3.0,3.0,resale,High Floor,Low,flat,gurgaon,3.0,0,1.0
2.7,1871.0,3.0,4.0,resale,High Floor,High,flat,noida,4.0,0,1.0
4.5,1540.0,3.0,4.0,resale,High Floor,Medium,flat,mumbai,2.0,1,0.0
0.4,557.0,3.0,2.0,resale,Low Floor,Low,flat,navi mumbai,3.0,0,0.0
1.0,1360.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
3.0,4100.0,4.0,4.0,resale,Low Floor,Medium,residential,bangalore,2.0,2,1.0
0.8,1400.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,3.0,2,0.0
0.95,920.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
1.05,1200.0,2.0,2.0,resale,High Floor,Low,residential,bangalore,2.0,1,0.0
3.76,2124.0,3.0,4.0,resale,Mid Floor,Medium,flat,noida,4.0,2,1.0
1.35,1144.0,3.0,2.0,resale,High Floor,Low,flat,greater noida,4.0,0,0.0
0.94,1186.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
0.7,967.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.4,3000.0,7.0,7.0,resale,Mid Floor,High,residential,bangalore,3.0,2,1.0
0.35,900.0,2.0,2.0,new property,Low Floor,Low,builder-floor,greater noida,2.0,1,0.0
1.75,909.0,3.0,2.0,resale,Mid Floor,Medium,flat,noida,3.0,0,0.0
0.82,754.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,1,0.0
10.39,2700.0,5.0,5.0,new property,High Floor,High,flat,mumbai,4.0,0,0.0
1.7,900.0,3.0,2.0,resale,Low Floor,Low,builder-floor,new delhi,3.0,1,0.0
0.92,770.0,2.0,2.0,resale,Mid Floor,Medium,flat,beyond thane,2.0,0,1.0
3.5,4500.0,5.0,5.0,resale,Low Floor,Medium,residential,bangalore,2.0,1,1.0
3.65,940.0,3.0,4.0,resale,Mid Floor,Low,flat,mumbai,4.0,2,0.0
3.5,2500.0,4.0,5.0,resale,High Floor,Medium,penthouse,gurgaon,3.0,2,0.0
1.1,871.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,0,0.0
1.25,1122.0,3.0,3.0,resale,High Floor,Medium,flat,beyond thane,3.0,2,0.0
0.52,780.0,2.0,2.0,new property,Mid Floor,Low,flat,pune,3.0,0,0.0
1.1,1252.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.86,714.0,2.0,2.0,new property,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.6,810.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,bangalore,2.0,0,0.0
4.6,1241.0,3.0,3.0,new property,High Floor,Low,flat,mumbai,3.0,0,1.0
2.5,1700.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,2.0,2,1.0
1.5,1465.0,3.0,3.0,resale,Mid Floor,High,flat,gurgaon,3.0,0,1.0
0.8,928.0,2.0,2.0,resale,Mid Floor,Medium,flat,noida,2.0,0,1.0
4.99,2800.0,4.0,5.0,new property,Low Floor,Medium,builder-floor,gurgaon,3.0,1,1.0
3.61,2500.0,3.0,3.0,new property,High Floor,Medium,villa,bangalore,3.0,0,1.0
1.7,996.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.65,1038.0,3.0,2.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,1,1.0
5.5,2600.0,3.0,5.0,resale,Low Floor,High,flat,bangalore,10.0,0,1.0
0.54,1000.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
1.73,1129.0,3.0,3.0,new property,Low Floor,High,flat,greater noida,2.0,1,0.0
0.65,778.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
0.85,1060.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,1,0.0
1.95,649.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,1,1.0
1.15,492.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
5.25,1921.0,4.0,4.0,resale,Mid Floor,Low,flat,gurgaon,2.0,1,1.0
0.95,871.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,2.0,0,0.0
0.65,720.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,0,0.0
